primaryTitle;startYear;rtRating
Coco;2017;97%
Brooklyn;2015;97%
Death by Hanging;1968;
Hell or High Water;2016;97%
The Overnighters;2014;97%
Be Sick... It's Free;1968;
A Report on the Party and Guests;1966;
45 Years;2015;97%
The Second Mother;2015;97%
La Prisonniere;1968;
Making Waves: The Art of Cinematic Sound;2019;97%
Reconstruction;1968;
The Big Gundown;1966;
Mustang;2015;97%
Cobain: Montage of Heck;2015;97%
Two Comrades Served;1968;
Twisted Nerve;1968;
Seasons;2015;97%
Voyage to the Planet of Prehistoric Women;1968;
Zatoichi Challenged;1967;
The Golden Calf;1968;
In This Corner of the World;2016;97%
99 Women;1969;
The Cakemaker;2017;97%
Mission: Impossible - Fallout;2018;97%
The Kingmaker;2019;97%
Jackal of Nahueltoro;1969;
Charro!;1969;
The Sicilian Clan;1969;
Sound of Metal;2019;97%
Du bei dao wang;1969;
The Hate U Give;2018;97%
The Castle of Fu Manchu;1969;
The Cow;1969;
Pick of the Litter;2018;97%
High School;1968;
Horror House;1969;
13th;2016;97%
Columbus;2017;97%
In the Year of the Pig;1968;
Ittefaq;1969;
The Edge of Democracy;2019;97%
Moon Zero Two;1969;
Becoming Astrid;2018;97%
Crime and Punishment;1970;
Woman at War;2018;97%
Jane Fonda in Five Acts;2018;97%
Sam Whiskey;1969;
Satan's Sadists;1969;
Larks on a String;1969;
The Witness;1969;
The Trouble with Girls;1969;
The Nude Vampire;1970;
Viimne reliikvia;1969;
The Mitchells vs the Machines;2021;97%
Aradhana;1969;
Days and Nights in the Forest;1970;
Dolemite Is My Name;2019;97%
Beg;1971;
Brancaleone at the Crusades;1970;
Knives Out;2019;97%
Z;2019;97%
Cry of the Banshee;1970;
The Pizza Triangle;1970;
Rocks;2019;97%
The Shiver of the Vampires;1971;
Better Days;2019;97%
Sunflower;1970;
Human Nature;2019;97%
A Love Story;1970;
The Last Valley;1971;
Let It Be;1969;
Judas and the Black Messiah;2021;97%
Safety Last!;1923;97%
Michael the Brave;1971;
She Killed in Ecstasy;1971;
The Palm Beach Story;1942;97%
Shane;1953;97%
The Cruise;1970;
Groundhog Day;1993;97%
Sweet Sixteen;2002;97%
The King of Kong: A Fistful of Quarters;2007;97%
The Truffle Hunters;2020;97%
The Ear;1990;
Queen of Hearts;2019;97%
Metropolis;1927;97%
WUSA;1970;
Why Does Herr R. Run Amok?;1970;
White Heat;1949;97%
That Obscure Object of Desire;1977;97%
The Ceremony;1971;
The Princess Bride;1987;97%
Project Nim;2011;97%
Amar Prem;1972;
The Lunchbox;2013;97%
Hunt for the Wilderpeople;2016;97%
Asylum Erotica;1971;
Black Beauty;1971;
Bleak Moments;1971;
Blood and Lace;1971;
Weiner;2016;97%
Catlow;1971;
Le Chat;1971;
A Virgin Among the Living Dead;1973;
Lulu the Tool;1971;
Confessions of a Police Captain;1971;
Cold Sweat;1970;
Demons of the Mind;1972;
Emil of Lonneberga;1971;
Tehran Taboo;2017;97%
Delusions of Grandeur;1971;
Won't You Be My Neighbor?;2018;97%
Fright;1971;
Gamera vs. Zigra;1971;
Our Hospitality;1923;96%
Greed;1924;96%
Guddi;1971;
Ben-Hur: A Tale of the Christ;1925;96%
The Crowd;1928;96%
The Old Dark House;1932;96%
Mon Oncle Antoine;1971;
The Girl on a Broomstick;1972;
The 39 Steps;1935;96%
Night of Dark Shadows;1971;
Octaman;1971;
The Devil's Nightmare;1971;
The Point;1971;
The Possession of Joel Delaney;1972;
Alexander Nevsky;1938;96%
Stariki-razboyniki;1972;
Love;1971;
Sinbad;1971;
Port of Shadows;1938;96%
Women in Cages;1971;
Snake Fist Fighter;1973;
Trinity Is Still My Name;1971;
The Dawns Here Are Quiet;1972;
Destry Rides Again;1939;96%
Alice's Adventures in Wonderland;1972;
To Be or Not to Be;1942;96%
Notorious;1946;96%
Bawarchi;1972;
They Live by Night;1948;96%
An American in Paris;1951;96%
Black Mama White Mama;1973;
Journey to Italy;1954;96%
The Mattei Affair;1972;
The Castle of Purity;1973;
Forbidden Planet;1956;96%
The World of Apu;1959;96%
Floating Weeds;1959;96%
Seven Deaths in the Cat's Eyes;1973;
La Dolce Vita;1960;96%
The Mansion of Madness;1973;
The Hustler;1961;96%
Elvis on Tour;1972;
Cape Fear;1962;96%
Mary Poppins;1964;96%
Street Mobster;1972;
Zulu;1964;96%
The Gore Gore Girls;1972;
Chimes at Midnight;1965;96%
Wait Until Dark;1967;96%
Tower of Evil;1972;
I, Monster;1971;
Claire's Knee;1970;96%
Fist of Fury;1972;
Little Big Man;1970;96%
The Italian Connection;1972;
Manson;1973;
Aguirre, the Wrath of God;1972;96%
Nothing But the Night;1973;
The Spirit of the Beehive;1973;96%
Dog Day Afternoon;1975;96%
Pink Floyd: Live at Pompeii;1972;
Annie Hall;1977;96%
Indian Summer;1972;
Reminiscences of a Journey to Lithuania;1972;
Season of the Witch;1972;
Skyjacked;1972;
Halloween;1978;96%
My Favorite Year;1982;96%
The Right Stuff;1983;96%
Straight on Till Morning;1972;
Back to the Future;1985;96%
House of Games;1987;96%
Walter Defends Sarajevo;1972;
Virgin Witch;1972;
The New One-Armed Swordsman;1971;
Z.P.G.;1972;
Anita;1973;
Distant Thunder;1973;
Boyz n the Hood;1991;96%
Bobby;1973;
The Silence of the Lambs;1991;96%
Frankenstein's Castle of Freaks;1974;
The Wonderful, Horrible Life of Leni Riefenstahl;1993;96%
Un comisar acuza;1974;
The War Room;1993;96%
What's Love Got to Do with It;1993;96%
Xiu Xiu: The Sent-Down Girl;1998;96%
Love & Anarchy;1973;
Fireworks;1997;96%
The Bride;1973;
Horror Hospital;1973;
The Iron Giant;1999;96%
Kirikou and the Sorceress;1998;96%
Butterfly;1999;96%
Unbelievable Adventures of Italians in Russia;1974;
New Mischief by Emil;1972;
Not One Less;1999;96%
Pigs;1973;
Postmen in the Mountains;1999;96%
Slap the Monster on Page One;1972;
Scream Bloody Murder;1972;
With a Friend Like Harry...;2000;96%
Osama;2003;96%
Silent Night, Bloody Night;1972;
The Sinful Dwarf;1973;
Festival Express;2003;96%
A River Called Titas;1973;
Deep Water;2006;96%
The Devil Came on Horseback;2007;96%
Up the Yangtze;2007;96%
Procession of Memories;1973;
Friend;1974;
The Bank Shot;1974;
The Bat People;1974;
The Beaches of Agnes;2008;96%
The Dissident;2020;96%
Bigger Stronger Faster*;2008;96%
Revanche;2008;96%
Crock of Gold: A Few Rounds with Shane MacGowan;2020;96%
David Attenborough: A Life on Our Planet;2020;96%
White Collar Blues;1975;
The Social Network;2010;96%
The Lego Movie;2014;96%
Black Panther;2018;96%
The Kid with a Bike;2011;96%
Undefeated;2011;96%
Blue Ruin;2013;96%
Gully Boy;2019;96%
The Traveler;1974;
A Jungle Book of Regulations;1974;
Written Off;1974;
Cousin Angelica;1974;
TNT Jackson;1974;
Ten Little Indians;1974;
The Crash Reel;2013;96%
The Beatles: Eight Days a Week - The Touring Years;2016;96%
Son of Saul;2015;96%
Afonya;1975;
Tangerine;2015;96%
Gleason;2016;96%
Capone;1975;
Zappa;2020;96%
Sharon's Baby;1975;
Behemoth;2015;96%
Doc Savage: The Man of Bronze;1975;
Heart of a Dog;2015;96%
Emil and the Piglet;1973;
A Pain in the Ass;1973;
After the Storm;2016;96%
Custody;2017;96%
What's My Name: Muhammad Ali;2019;96%
The Pinchcliffe Grand Prix;1975;
BlacKkKlansman;2018;96%
The Ghoul;1975;
The Giant Spider Invasion;1975;
By the Grace of God;2018;96%
Pain and Glory;2019;96%
I Do Not Care If We Go Down in History as Barbarians;2018;96%
The Pool;2018;96%
American Factory;2019;96%
The Man in the Glass Booth;1975;
Slaxx;2020;96%
The Bee Gees: How Can You Mend a Broken Heart;2020;96%
It Can't Be!;1975;
Strip Nude for Your Killer;1975;
Cabiria;1914;96%
Twelve O'Clock High;1949;96%
Psycho;1960;96%
The Mother and the Whore;1973;96%
Special Section;1975;
Girlfriends;1978;96%
Queen of the Gypsies;1976;
Hitchcock/Truffaut;2015;96%
Paterson;2016;96%
Miracle on 34th Street;1947;96%
The Battle of Chile: Part II;1976;
Bobbie Jo and the Outlaw;1976;
Ugly, Dirty and Bad;1976;
Cannonball!;1976;
Carry on England;1976;
The House with Laughing Windows;1976;
The Queen;1968;96%
Chinese Roulette;1976;
The Desert of the Tartars;1976;
Jack the Ripper;1976;
Mean Streets;1973;96%
Quiz Show;1994;96%
Duelle;1976;
Embryo;1976;
Emanuelle in Bangkok;1976;
The Fog of War;2003;96%
Horse Fever;1976;
Tulpan;2008;96%
The Gestapo's Last Orgy;1977;
Diamante Lobo;1976;
Tomboy;2011;96%
Gus;1976;
Sister;2012;96%
Hollywood Boulevard;1976;
Ilsa, Harem Keeper of the Oil Sheiks;1976;
Way Down East;1920;95%
The Toy;1976;
Keoma;1976;
Freaks;1932;95%
King Kong;1976;
The Good Earth;1937;95%
The Best Way to Walk;1976;
Most;1969;
Son of Frankenstein;1939;95%
The Olsen Gang Sees Red;1976;
The Pom Pom Girls;1976;
A Slave of Love;1976;
Satan's Slave;1976;
Christmas in July;1940;95%
Foreign Correspondent;1940;95%
Mrs. Miniver;1942;95%
Airport '77;1977;
The Alien Factor;1978;
Amar Akbar Anthony;1977;
The Uninvited;1944;95%
Camouflage;1977;
Bilitis;1977;
Breaker! Breaker!;1977;
Bruce Lee, the Legend;1984;
We All Loved Each Other So Much;1974;
The Sorcerer's Apprentice;1978;
The Crater Lake Monster;1977;
Stray Dog;1949;95%
The Night of the Hunter;1955;95%
Emanuelle and the Last Cannibals;1977;
An Enemy of the People;1978;
La escopeta nacional;1978;
Touch of Evil;1958;95%
Purple Noon;1960;95%
The Innocents;1961;95%
Yojimbo;1961;95%
An Autumn Afternoon;1962;95%
This Sporting Life;1963;95%
Repulsion;1965;95%
Who's Singin' Over There?;1980;
The Last House on Dead End Street;1973;
Love Letters of a Portuguese Nun;1977;
Belle de Jour;1967;95%
Mimino;1977;
Mr. Billion;1977;
The Beast in Heat;1977;
Game of Death II;1980;
Office Romance;1977;
Romeo and Juliet;1968;95%
Maladolescenza;1977;
A Boy Named Charlie Brown;1969;95%
My Night at Maud's;1969;95%
Tintorera: Killer Shark;1977;
La Piscine;1969;95%
The Yellow Handkerchief;1977;
Le Cercle Rouge;1970;95%
Trafic;1971;95%
Belyy Bim Chernoe ukho;1977;
Don't Look Now;1973;95%
La Cage aux Folles;1978;95%
Lupin III: The Castle of Cagliostro;1979;95%
Crippled Avengers;1978;
The Evil Dead;1981;95%
A Nightmare on Elm Street;1984;95%
A Short Film About Love;1988;95%
Alice;1988;95%
Belle Epoque;1992;95%
Porco Rosso;1992;95%
Visions of Light;1992;95%
Bullets Over Broadway;1994;95%
Insomnia;1997;95%
The Truman Show;1998;95%
Harper Valley P.T.A.;1978;
The Hypothesis of the Stolen Painting;1978;
You Can Count on Me;2000;95%
The Pianist;2002;95%
International Velvet;1978;
Monsoon Wedding;2001;95%
Lost in Translation;2003;95%
Laserblast;1978;
I Like Killing Flies;2004;95%
Odds and Evens;1978;
The Adventures of Picasso;1978;
Control Room;2004;95%
The Wild Parrots of Telegraph Hill;2003;95%
The 36th Chamber of Shaolin;1978;
Pan's Labyrinth;2006;95%
The Class;2008;95%
The Killer Nun;1979;
Trishul;1978;
Message from Space;1978;
Warriors Two;1978;
My Winnipeg;2007;95%
Feels Good Man;2020;95%
Sun Children;2020;95%
The Muppets;2011;95%
Food, Inc.;2008;95%
Angels' Brigade;1979;
A Respectable Life;1979;
True Grit;2010;95%
Bear Island;1979;
Beneath the Valley of the Ultra-Vixens;1979;
Gimme Danger;2016;95%
Blancanieves;2012;95%
12 Years a Slave;2013;95%
The Queen of Versailles;2012;95%
Hothead;1979;
The Act of Killing;2012;95%
The Dark;1979;
Escape to Athena;1979;
Finding Vivian Maier;2013;95%
Hanky Panky;1979;
Soul;2020;95%
The Kid with the Golden Arm;1979;
Little Women;2019;95%
We Are Still Here;2015;95%
The Salt of the Earth;2014;95%
The Breadwinner;2017;95%
Muqaddar Ka Sikandar;1978;
How to Change the World;2015;95%
Penitentiary;1979;
Five Evenings;1979;
Zombie Holocaust;1980;
Listen to Me Marlon;2015;95%
Savage Weekend;1979;
Scavenger Hunt;1979;
Being 17;2016;95%
Sankarabharanam;1980;
Strike a Pose;2016;95%
Bombshell: The Hedy Lamarr Story;2017;95%
Filmworker;2017;95%
The Bill Murray Stories: Life Lessons Learned from a Mythical Man;2018;95%
Honey Boy;2019;95%
System Crasher;2019;95%
The Alien Dead;1980;
Palm Springs;2020;95%
Jezebel;1938;95%
The Taming of the Scoundrel;1980;
Julius Caesar;1953;95%
Devil Hunter;1980;
The Enigma of Kaspar Hauser;1974;95%
Everything Happens to Me;1980;
Hope and Glory;1987;95%
Half a Loaf of Kung Fu;1978;
Don't Answer the Phone!;1980;
The Endurance;2000;95%
The Hearse;1980;
Fists of the White Lotus;1980;
Inside Moves;1980;
Blind Shaft;2003;95%
WALL·E;2008;95%
Mass;2021;95%
Burning;2018;95%
The Champ;1931;95%
Night of the Demon;1980;
The Night of the Hunted;1980;
Oh Heavenly Dog;1980;
Hail the Conquering Hero;1944;95%
Out of the Past;1947;95%
The Day the Earth Stood Still;1951;95%
Ricomincio da tre;1981;
Aparajito;1956;95%
La terrazza;1980;
The Last Shark;1981;
Run, Waiter, Run!;1981;
Rasputin;1981;
Bianco, rosso e Verdone;1981;
End of the Century;2003;95%
Charlie: The Life and Art of Charles Chaplin;2003;95%
Carbon Copy;1981;
The Ringmaster;2019;95%
The Handmaiden;2016;95%
Chashme Buddoor;1981;
Notes on Blindness;2016;95%
El crack;1981;
Man of Iron;1981;
Demonoid;1981;
They Don't Wear Black Tie;1981;
Turkey Shoot;1982;
Loveling;2018;95%
The Freshman;1925;94%
An Eye for an Eye;1981;
Frankenstein Island;1981;
The Invisible Man;1933;94%
It's a Gift;1934;94%
The Grilling;1981;
The Informer;1935;94%
Hot Bubblegum;1981;
Hell of the Living Dead;1980;
Lady Chatterley's Lover;1981;
Laawaris;1981;
Ljubi, ljubi, al' glavu ne gubi;1981;
A Day at the Races;1937;94%
Bringing Up Baby;1938;94%
Pygmalion;1938;94%
Il marchese del Grillo;1981;
Time Stands Still;1982;
The Women;1939;94%
Midnight;1982;
Teddy Bear;1981;
Naram Garam;1981;
Naseeb;1981;
The Story of the Last Chrysanthemum;1939;94%
The Pride of the Yankees;1942;94%
This Gun for Hire;1942;94%
Night School;1981;
Lassie Come Home;1943;94%
Murder, My Sweet;1944;94%
Puberty Blues;1981;
The Pursuit of D.B. Cooper;1981;
Brute Force;1947;94%
La Ronde;1950;94%
Hellhole Women;1981;
The Mysterious Castle in the Carpathians;1981;
The Seventh Seal;1957;94%
Time for Revenge;1981;
Wild Strawberries;1957;94%
Umrao Jaan;1981;
Man of the West;1958;94%
Vertigo;1958;94%
Vabank;1981;
Variola Vera;1982;
The Cousins;1959;94%
Wacko;1982;
Yaarana;1981;
Jules and Jim;1962;94%
Long Day's Journey Into Night;1962;94%
Attack Force Z;1981;
Mamma Roma;1962;94%
The Man Who Shot Liberty Valance;1962;94%
La colmena;1982;
The Music Man;1962;94%
Ride the High Country;1962;94%
Quarter to Two Before Jesus Christ;1982;
Billy Liar;1963;94%
Dogkeselyu;1982;
The Simple-Minded Murderer;1982;
Band of Outsiders;1964;94%
A Shot in the Dark;1964;94%
Born Free;1966;94%
The Red and the White;1967;94%
Grand Hotel Excelsior;1982;
Absurd;1981;
Z;1969;94%
The Ballad of Cable Hogue;1970;94%
The Milky Way;1969;94%
The Marathon Family;1982;
My Friend Ivan Lapshin;1985;
Monty Python Live at the Hollywood Bowl;1982;
The Living Dead Girl;1982;
Deadly Circuit;1983;
The Merchant of Four Seasons;1972;94%
Murmur of the Heart;1971;94%
Warriors of the Wasteland;1983;
The Sting;1973;94%
Partners;1982;
The Tree of Wooden Clogs;1978;94%
Manhattan;1979;94%
Flights in Dreams and in Reality;1983;
Raw Force;1982;
Out of the Blue;1980;94%
The Road Warrior;1981;94%
Satte Pe Satta;1982;
The Seduction;1982;
Shakti;1982;
Thief;1981;94%
The Soldier;1982;
Burden of Dreams;1982;94%
Paris, Texas;1984;94%
Before Stonewall;1984;94%
A Tight Spot;1982;
They Call Me Bruce;1982;
Prick Up Your Ears;1987;94%
Uuno Turhapuro menettaa muistinsa;1982;
Withnail & I;1987;94%
Battletruck;1982;
For All Mankind;1989;94%
Proof;1991;94%
1990: The Bronx Warriors;1982;
In the Name of the Father;1993;94%
Beyond the Limit;1983;
Manhattan Murder Mystery;1993;94%
Boogeyman II;1983;
Ninja Scroll;1993;94%
Who Finds a Friend Finds a Treasure;1981;
The Key;1983;
Chuchelo;1984;
Conquest;1983;
The Last Seduction;1994;94%
The Postman;1994;94%
Whisper of the Heart;1995;94%
Daffy Duck's Movie: Fantastic Island;1983;
The World of Don Camillo;1984;
Lone Star;1996;94%
Scratch;2001;94%
The Exterminators of the Year 3000;1983;
Faces of Death II;1981;
My Best Friend's Girl;1983;
Sweet Bunch;1983;
I guerrieri dell'anno 2072;1984;
Dr. Akagi;1998;94%
Jara Cimrman Lying, Sleeping;1983;
Kakav deda takav unuk;1983;
Katha;1983;
6ixtynin9;1999;94%
Paragraph 175;2000;94%
Fearless Hyena 2;1983;
Children Underground;2001;94%
Microwave Massacre;1979;
American Splendor;2003;94%
The Station Agent;2003;94%
A Night in Heaven;1983;
Nightbeast;1982;
Extra Terrestrial Visitors;1983;
Before Sunset;2004;94%
The Nomi Song;2004;94%
Be Here to Love Me;2004;94%
The White Diamond;2004;94%
The Dark Knight;2008;94%
Atlantis Interceptors;1983;
Rembetiko;1983;
Offside;2006;94%
Crime and Punishment;1983;
Secret Sunshine;2007;94%
Sagara Sangamam;1983;
Summer Hours;2008;94%
Lake of Fire;2006;94%
The Snowdrop Festivities;1984;
Space Raiders;1983;
Tokyo Sonata;2008;94%
Spasms;1983;
A Sun;2019;94%
Goodbye Solo;2008;94%
Die Supernasen;1983;
Best Worst Movie;2009;94%
Dear Zachary: A Letter to a Son About His Father;2008;94%
Beastie Boys Story;2020;94%
Moneyball;2011;94%
The Three Veterans;1984;
Black Is King;2020;94%
Casting By;2012;94%
Animal Kingdom;2010;94%
The Rabbi's Cat;2011;94%
Escape from Mogadishu;2021;94%
The King's Speech;2010;94%
Win Win;2011;94%
I Wish;2011;94%
Prey;1977;
Angel;1983;
Snowpiercer;2013;94%
Elena;2011;94%
The Blade Master;1982;
Blind Date;1984;
Bloodbath at the House of Death;1984;
A Simple Life;2011;94%
The House I Live In;2012;94%
The Dance of Reality;2013;94%
Fruitvale Station;2013;94%
Calamari Union;1985;
Knuckleball!;2012;94%
Strangler vs. Strangler;1984;
Stories We Tell;2012;94%
Mission: Impossible - Rogue Nation;2015;94%
Girls Nite Out;1982;
Blue Mountains, or Unbelievable Story;1983;
Carol;2015;94%
Hot Dog... The Movie;1983;
Arrival;2016;94%
Whiplash;2014;94%
The Initiation;1984;
Double Trouble;1984;
A Touch of Sin;2013;94%
Nina Forever;2015;94%
The Jungle Book;2016;94%
Love and Doves;1985;
Making the Grade;1984;
Mortuary;1983;
Murder-Rock: Dancing Death;1984;
Night Train to Terror;1985;
Diplomacy;2014;94%
All Things Must Pass;2015;94%
Logan;2017;94%
War for the Planet of the Apes;2017;94%
Over the Brooklyn Bridge;1984;
Songs My Brothers Taught Me;2015;94%
Avengers: Endgame;2019;94%
Klaus;2019;94%
Ronia: The Robber's Daughter;1984;
Birdboy: The Forgotten Children;2015;94%
Sharaabi;1984;
Under the Sun;2015;94%
Sta se zgodi kad se ljubav rodi;1984;
Train to Busan;2016;94%
Tank;1984;
Voyage to Cythera;1984;
Spitfire;2018;94%
Glory;2016;94%
First Reformed;2017;94%
Up the Creek;1984;
Urusei Yatsura 2: Beautiful Dreamer;1984;
The Warrior and the Sorceress;1984;
Warrior of the Lost World;1984;
Marriage Story;2019;94%
Robin Williams: Come Inside My Mind;2018;94%
Screwball;2018;94%
In Search of Darkness;2019;94%
Seven Chances;1925;94%
Patton;1970;94%
Moonstruck;1987;94%
Il camorrista;1986;
